StockCode,Description,Total_Revenue,ABC_Category
21709,"FOLDING UMBRELLA  CHOC/WHITE  SPOT",1697.1000000000004,"B - Medium Value"
79323G,"GOLD  CHERRY LIGHTS",1696.05,"B - Medium Value"
82582,"AREA PATROLLED METAL SIGN",1679.5199999999998,"B - Medium Value"
21716,"BOYS VINTAGE TIN SEASIDE BUCKET",1677.6000000000013,"B - Medium Value"
21243,"PINK  SPOTTY PLATE ",1671.1299999999997,"B - Medium Value"
71053,"WHITE METAL LANTERN",1668.6,"B - Medium Value"
22327,"ROUND SNACK BOXES SET OF 4 SKULLS",1655.9000000000008,"B - Medium Value"
21673,"WHITE SPOT BLUE CERAMIC DRAWER KNOB",1650.78,"B - Medium Value"
84837,"WHITE SWEETHEARTS CABINET 4 DRAWERS",1648.5,"B - Medium Value"
21242,"RED SPOTTY PLATE ",1641.1599999999996,"B - Medium Value"
85067,"CREAM SWEETHEART WALL CABINET",1640.4500000000007,"B - Medium Value"
22055,"MINI CAKE STAND  HANGING STRAWBERY",1640.100000000002,"B - Medium Value"
21094,"SET/6 RED SPOTTY PAPER PLATES",1633.0000000000014,"B - Medium Value"
84380,"SET OF 3 BUTTERFLY COOKIE CUTTERS",1626.5200000000002,"B - Medium Value"
21668,"RED STRIPE CERAMIC DRAWER KNOB",1621.53,"B - Medium Value"
22188,"BLACK HEART CARD HOLDER",1621.1999999999998,"B - Medium Value"
21380,"WOODEN HAPPY BIRTHDAY GARLAND",1620.6500000000017,"B - Medium Value"
20751,"FUNKY WASHING UP GLOVES ASSORTED",1618.980000000002,"B - Medium Value"
22302,"COFFEE MUG PEARS  DESIGN",1617.2999999999984,"B - Medium Value"
37448,"CERAMIC CAKE DESIGN SPOTTED MUG",1616.3800000000024,"B - Medium Value"
85175,"CACTI T-LIGHT CANDLES",1614.300000000002,"B - Medium Value"
79000,"MOROCCAN TEA GLASS",1613.2500000000011,"B - Medium Value"
22089,"PAPER BUNTING VINTAGE PAISLEY",1603.6000000000013,"B - Medium Value"
21870,"I CAN ONLY PLEASE ONE PERSON MUG",1600.78,"B - Medium Value"
21625,"VINTAGE UNION JACK APRON",1595.8,"B - Medium Value"
79323S," SILVER CHERRY LIGHTS",1594.8000000000002,"B - Medium Value"
84856S,"SMALL TAHITI BEACH BAG",1593.2400000000007,"B - Medium Value"
22060,"LARGE CAKE STAND HANGING HEARTS",1588.2500000000002,"B - Medium Value"
22059,"CERAMIC STRWBERRY DESIGN MUG",1584.6100000000015,"B - Medium Value"
85063,"CREAM SWEETHEART MAGAZINE RACK",1584.1500000000015,"B - Medium Value"
20676,"RED SPOTTY BOWL",1577.85,"B - Medium Value"
22169,"FAMILY ALBUM WHITE PICTURE FRAME",1572.5000000000002,"B - Medium Value"
84884A,"ANT WHITE WIRE HEART SPIRAL",1566.4500000000012,"B - Medium Value"
22354,"RETRO SPOT PADDED SEAT CUSHION",1563.8999999999999,"B - Medium Value"
22220,"CAKE STAND LOVEBIRD 2 TIER WHITE",1562.2000000000007,"B - Medium Value"
84987,"SET OF 36 TEATIME PAPER DOILIES",1561.8500000000017,"B - Medium Value"
21967,"PACK OF 12 SKULL TISSUES",1552.1900000000007,"B - Medium Value"
20681,"PINK SPOTTY CHILDS UMBRELLA",1548,"B - Medium Value"
22207,"FRYING PAN UNION FLAG",1538.75,"B - Medium Value"
84988,"SET OF 72 PINK HEART PAPER DOILIES",1532.3000000000013,"B - Medium Value"
21276,"TWO EMBOSSED HEART MINI DRAWERS",1530.2999999999995,"B - Medium Value"
21874,"GIN AND TONIC MUG",1529.6699999999998,"B - Medium Value"
21407,"BROWN CHECK CAT DOORSTOP ",1525.5,"B - Medium Value"
22357,"KINGS CHOICE BISCUIT TIN",1523.75,"B - Medium Value"
20692,"FLORAL ELEPHANT SOFT TOY",1522,"B - Medium Value"
22296,"HEART IVORY TRELLIS LARGE",1520.2499999999995,"B - Medium Value"
21099,"SET/6 STRAWBERRY PAPER CUPS",1519.6,"B - Medium Value"
22088,"PAPER BUNTING COLOURED LACE",1518.8500000000015,"B - Medium Value"
21482,"MUSHROOM BLUE HOT WATER BOTTLE",1517.700000000002,"B - Medium Value"
62018,"SOMBRERO ",1515.5500000000002,"B - Medium Value"
15059A,"ENGLISH ROSE EDWARDIAN PARASOL",1515,"B - Medium Value"
79029,"GLASS HONEYPOT WASP CATCHER",1513.0500000000004,"B - Medium Value"
21974,"SET OF 36 PAISLEY FLOWER DOILIES",1512.9500000000016,"B - Medium Value"
22197,"SMALL POPCORN HOLDER",1512.9200000000012,"B - Medium Value"
21107,"CREAM SLICE FLANNEL PINK SPOT ",1512.6000000000013,"B - Medium Value"
84032B,"CHARLIE + LOLA RED HOT WATER BOTTLE",1509.6000000000017,"B - Medium Value"
22350,"CAT BOWL ",1506.7499999999984,"B - Medium Value"
21092,"SET/6 STRAWBERRY PAPER PLATES",1504.94,"B - Medium Value"
21354,"TOAST ITS - BEST MUM",1504.4499999999998,"B - Medium Value"
79320," FLAMINGO LIGHTS",1504.0499999999997,"B - Medium Value"
20748,"KENSINGTON COFFEE SET",1503.9,"B - Medium Value"
21976,"PACK OF 60 MUSHROOM CAKE CASES",1502.9500000000014,"B - Medium Value"
22281,"EASTER TREE YELLOW BIRDS",1502.050000000001,"B - Medium Value"
15036,"ASSORTED COLOURS SILK FAN",1501.31,"B - Medium Value"
22021,"BLUE FELT EASTER EGG BASKET",1500.9000000000008,"B - Medium Value"
22377,"BOTTLE BAG RETROSPOT ",1499.5,"B - Medium Value"
84975,"HEART SHAPED MIRROR",1497.000000000001,"B - Medium Value"
21486,"PINK HEART DOTS HOT WATER BOTTLE",1492.44,"B - Medium Value"
22366,"DOOR MAT AIRMAIL ",1483.3900000000008,"B - Medium Value"
37500,"TEA TIME TEAPOT IN GIFT BOX",1478.1000000000006,"B - Medium Value"
22295,"HEART FILIGREE DOVE LARGE",1466.6999999999998,"B - Medium Value"
85038,"6 CHOCOLATE LOVE HEART T-LIGHTS",1459.1400000000008,"B - Medium Value"
22080,"RIBBON REEL SPOTS DESIGN ",1453.1499999999999,"B - Medium Value"
22485,"SET OF 2 WOODEN MARKET CRATES",1447.5,"B - Medium Value"
47570B,"TEA TIME TABLE CLOTH",1446.8999999999996,"B - Medium Value"
21833,"CAMOUFLAGE LED TORCH",1445.3799999999999,"B - Medium Value"
84619,"BLUE GINGHAM ROSE QUILT ",1444.15,"B - Medium Value"
ADJUST,"Adjustment by john on 26/01/2010 17",1431.1100000000001,"B - Medium Value"
22198,"POPCORN HOLDER , LARGE",1428.799999999999,"B - Medium Value"
21670,"BLUE SPOT CERAMIC DRAWER KNOB",1423.29,"B - Medium Value"
47591C,"BLUE FAIRY CAKE CHILD'S APRON",1421.55,"B - Medium Value"
16156S,"WRAP PINK FAIRY CAKES ",1421.1200000000001,"B - Medium Value"
79067,"CORONA MEXICAN TRAY",1417.5,"B - Medium Value"
20717,"STRAWBERRY SHOPPER BAG",1417.2,"B - Medium Value"
21832,"CHOCOLATE CALCULATOR",1416.5499999999995,"B - Medium Value"
21911,"GARDEN METAL SIGN ",1413.1499999999992,"B - Medium Value"
21671,"RED SPOT CERAMIC DRAWER KNOB",1411.0800000000002,"B - Medium Value"
21593,"SWALLOW CIGAR BOX MATCHES ",1409.31,"B - Medium Value"
21700,"BIG DOUGHNUT FRIDGE MAGNETS",1399.9100000000014,"B - Medium Value"
20969,"RED FLORAL FELTCRAFT SHOULDER BAG",1397.7,"B - Medium Value"
22505,"MEMO BOARD COTTAGE DESIGN",1397.0999999999997,"B - Medium Value"
21153,"RED SPOTTY TABLECLOTH ",1395.1499999999994,"B - Medium Value"
70006,"LOVE HEART POCKET WARMER",1392.3,"B - Medium Value"
85221,"ASSORTED COLOUR SILK COIN PURSE",1390.84,"B - Medium Value"
22270,"HAPPY EASTER HANGING DECORATION",1390.44,"B - Medium Value"
22199,"FRYING PAN RED POLKADOT ",1388.5,"B - Medium Value"
20723,"STRAWBERRY CHARLOTTE BAG",1382.2999999999997,"B - Medium Value"
22177,"5 HOOK BLACKBOARD ORGANISER ",1378.1000000000015,"B - Medium Value"
21172,"PARTY METAL SIGN ",1376.9000000000003,"B - Medium Value"
22191,"EAU DE NIL DINER WALL CLOCK",1371.8999999999999,"B - Medium Value"
21589,"SWALLOW GIANT TUBE MATCHES",1371.1499999999994,"B - Medium Value"
21135,"VICTORIAN  METAL POSTCARD SPRING",1363.8299999999997,"B - Medium Value"
84912A,"PINK ROSE WASHBAG",1361.25,"B - Medium Value"
21658,"GLASS  BEURRE DISH",1358.7499999999995,"B - Medium Value"
21491,"SET OF THREE VINTAGE GIFT WRAPS",1356.1500000000003,"B - Medium Value"
37370,"RETRO COFFEE MUGS ASSORTED",1351.8100000000002,"B - Medium Value"
84971S,"SMALL HEART FLOWERS HOOK ",1342.7400000000007,"B - Medium Value"
21889,"WOODEN BOX OF DOMINOES",1340.1399999999999,"B - Medium Value"
22071,"SMALL RETRO SPOT MUG IN BOX  WHITE",1339.08,"B - Medium Value"
84568,"GIRLS ALPHABET IRON ON PATCHES ",1333.65,"B - Medium Value"
22224,"WHITE LOVEBIRD LANTERN",1333.5000000000014,"B - Medium Value"
21588,"RETRO SPOT GIANT  TUBE MATCHES",1330.3499999999995,"B - Medium Value"
21888,"BINGO SET",1323.75,"B - Medium Value"
85198,"ASSORTED FARMYARD ANIMALS IN BUCKET",1320.8800000000003,"B - Medium Value"
22185,"SLATE TILE NATURAL HANGING",1319.9999999999993,"B - Medium Value"
20990,"SPRING FLOWER CHOPSTICKS SET/5",1319.8500000000008,"B - Medium Value"
21769,"VINTAGE POST OFFICE CABINET",1319.1500000000003,"B - Medium Value"
84270,"ASSTD DESIGN BUBBLE GUM RING",1315.1999999999985,"B - Medium Value"
22078,"RIBBON REEL LACE DESIGN ",1314.0000000000005,"B - Medium Value"
22218,"CAKE STAND LACE WHITE",1305.75,"B - Medium Value"
20993,"JAZZ HEARTS MEMO PAD",1305.4900000000002,"B - Medium Value"
84279B,"CHERRY BLOSSOM DECORATIVE FLASK",1299.06,"B - Medium Value"
22276,"WASH BAG VINTAGE ROSE PAISLEY",1297.9499999999994,"B - Medium Value"
22115,"METAL SIGN EMPIRE TEA",1296.420000000001,"B - Medium Value"
21561,"DINOSAUR LUNCHBOX WITH CUTLERY",1292.0999999999983,"B - Medium Value"
22333,"RETRO SPORT PARTY BAG + STICKER SET",1289.95,"B - Medium Value"
22127,"PARTY CONES CARNIVAL ASSORTED",1285.2,"B - Medium Value"
21913,"VINTAGE SEASIDE JIGSAW PUZZLES",1279.44,"B - Medium Value"
84212,"ASSORTED FLOWER COLOUR "LEIS"""",1275.72,"B - Medium Value"
21326,"AGED GLASS SILVER T-LIGHT HOLDER",1272.1499999999992,"B - Medium Value"
22212,"FOUR HOOK  WHITE LOVEBIRDS",1266.2999999999993,"B - Medium Value"
85040B,"SET/4 BLUE FLOWER CANDLES IN BOWL",1260.6000000000006,"B - Medium Value"
21842,"PINK HEART CANDY BUTTON CALCULATOR",1257.15,"B - Medium Value"
85048,"15CM CHRISTMAS GLASS BALL 20 LIGHTS",1251.6,"B - Medium Value"
85178,"VICTORIAN SEWING KIT",1249.3999999999999,"B - Medium Value"
47570,"ENGLISH ROSE TABLE CLOTH",1246.05,"B - Medium Value"
84997A,"GREEN 3 PIECE MINI DOTS CUTLERY SET",1244.43,"B - Medium Value"
22200,"FRYING PAN PINK POLKADOT ",1242.5,"B - Medium Value"
84912B,"GREEN ROSE WASHBAG",1241.25,"B - Medium Value"
21869,"POTTING SHED COFFEE MUG",1238.28,"B - Medium Value"
10135,"COLOURING PENCILS BROWN TUBE",1236.95,"B - Medium Value"
37450,"CERAMIC CAKE BOWL + HANGING CAKES",1236.3500000000004,"B - Medium Value"
21933,"PINK VINTAGE PAISLEY PICNIC BAG",1235.3500000000006,"B - Medium Value"
22293,"SPRING DEC , HANGING CHICK  GREEN",1233.75,"B - Medium Value"
85062,"PEARL CRYSTAL PUMPKIN T-LIGHT HLDR",1233.1499999999992,"B - Medium Value"
22284,"HEN HOUSE DECORATION",1229.8499999999985,"B - Medium Value"
21500,"PINK SPOTS  WRAP ",1227.5,"B - Medium Value"
47568,"ENGLISH ROSE DESIGN PEG BAG",1224.1999999999994,"B - Medium Value"
21586,"KINGS CHOICE GIANT TUBE MATCHES",1220.549999999999,"B - Medium Value"
47503K,"ASSORTED FLORAL SECATEURS",1219.6500000000005,"B - Medium Value"
22219,"LOVEBIRD HANGING DECORATION WHITE ",1215.0700000000015,"B - Medium Value"
48195,"DOOR MAT GREEN PAISLEY ",1214.3700000000003,"B - Medium Value"
82580,"BATHROOM METAL SIGN",1214.2899999999995,"B - Medium Value"
21735,"TWO DOOR CURIO CABINET",1211.85,"B - Medium Value"
21154,"RED SPOTTY OVEN GLOVE ",1211.69,"B - Medium Value"
21986,"PACK OF 12 PINK SPOT TISSUES ",1211.6000000000004,"B - Medium Value"
84472,"PINK AND LILAC QUILTED THROW ",1210.6500000000003,"B - Medium Value"
21768,"WALL MOUNTED VINTAGE ORGANISER",1204.7500000000005,"B - Medium Value"
22110,"BIRD HOUSE HOT WATER BOTTLE",1204.5000000000005,"B - Medium Value"
22290,"STANDING METAL RABBIT WITH EGG",1203.8999999999994,"B - Medium Value"
82551,"LAUNDRY 15C METAL SIGN",1199.54,"B - Medium Value"
22487,"WHITE WOOD GARDEN PLANT LADDER",1199.450000000001,"B - Medium Value"
21330,"WOODLAND ANIMAL  WRITING SET ",1196.0500000000004,"B - Medium Value"
21438,"TUB 24 HANGING EASTER EGGS SPOTTY",1195.95,"B - Medium Value"
84830,"LARGE ENGLISH ARBORETUM",1195.15,"B - Medium Value"
84691,"PACK 20 DOLLY PEGS",1193.950000000001,"B - Medium Value"
47559B,"TEA TIME OVEN GLOVE",1193.75,"B - Medium Value"
22120,"WELCOME  WOODEN BLOCK LETTERS",1190.3000000000002,"B - Medium Value"
21244,"BLUE  SPOTTY PLATE ",1189.3099999999995,"B - Medium Value"
21238,"RED SPOTTY CUP",1186.2899999999984,"B - Medium Value"
22150," 3 STRIPEY MICE FELTCRAFT",1184.5500000000015,"B - Medium Value"
21906,"PHARMACIE FIRST AID TIN",1181.95,"B - Medium Value"
84813,"SET OF 4 DIAMOND NAPKIN RINGS",1180.25,"B - Medium Value"
22466,"FAIRY TALE COTTAGE NIGHTLIGHT",1177.3500000000006,"B - Medium Value"
21381,"MINI WOODEN HAPPY BIRTHDAY GARLAND",1175.7200000000007,"B - Medium Value"
21550,"CERAMIC BIRDHOUSE CRESTED TIT LARGE",1170.0500000000006,"B - Medium Value"
21115,"ROSE CARAVAN DOORSTOP",1169.8500000000001,"B - Medium Value"
72351A,"SET/6 TURQUOISE BUTTERFLY T-LIGHTS",1169.8000000000002,"B - Medium Value"
22331,"WOODLAND PARTY BAG + STICKER SET",1168.6499999999996,"B - Medium Value"
84692,"BOX OF 24 COCKTAIL PARASOLS",1168.1399999999999,"B - Medium Value"
22278,"OVERNIGHT BAG VINTAGE ROSE PAISLEY",1166.6499999999996,"B - Medium Value"
22128,"PARTY CONES CANDY ASSORTED",1165.5,"B - Medium Value"
21155,"RED SPOTTY PEG BAG",1153.5600000000002,"B - Medium Value"
22202,"MILK PAN PINK RETROSPOT",1153.0500000000002,"B - Medium Value"
21710,"FOLDING UMBRELLA  PINK/WHITE  SPOT",1151.55,"B - Medium Value"
21384,"IVORY HANGING DECORATION  BUTTERFLY",1149.7599999999998,"B - Medium Value"
21549,"CERAMIC BIRDHOUSE RED ROOF SMALL",1148.5500000000009,"B - Medium Value"
20975,"12 PENCILS SMALL TUBE RED SPOTTY",1147.9,"B - Medium Value"
22070,"SMALL RETRO SPOT MUG IN BOX  RED",1147.5,"B - Medium Value"
21110,"LARGE CAKE TOWEL PINK SPOTS",1139.65,"B - Medium Value"
22318,"FIVE HEART HANGING DECORATION",1137.7500000000005,"B - Medium Value"
20974,"12 PENCILS SMALL TUBE SKULL",1132.0000000000011,"B - Medium Value"
21872,"GLAMOROUS  MUG",1130.54,"B - Medium Value"
21537,"RETRO SPOTS PUDDING BOWL",1128.25,"B - Medium Value"
46000S,"POLYESTER FILLER PAD 40x40cm",1128.1000000000004,"B - Medium Value"
84510B,"SET OF 4 FAIRY CAKES COASTERS ",1125.8000000000002,"B - Medium Value"
21915,"RED  HARMONICA IN BOX ",1124.15,"B - Medium Value"
22320,"BIRDS MOBILE VINTAGE DESIGN",1124.0499999999997,"B - Medium Value"
22203,"MILK PAN RED RETROSPOT",1121.73,"B - Medium Value"
21649,"ASSORTED TUTTI FRUTTI PHOTO FRAME",1120.7500000000005,"B - Medium Value"
22171,"3 HOOK PHOTO SHELF ANTIQUE WHITE",1120.3,"B - Medium Value"
21323,"HANGING MEDINA LANTERN LARGE",1118.25,"B - Medium Value"
21463,"MIRRORED DISCO BALL ",1117.5500000000009,"B - Medium Value"
21000,"ROSE DU SUD COSMETICS BAG",1114.75,"B - Medium Value"
37495,"FAIRY CAKE BIRTHDAY CANDLE SET",1113.6000000000001,"B - Medium Value"
21548,"CERAMIC BIRDHOUSE FINCH BLUE ROOF",1112.6500000000008,"B - Medium Value"
21340,"CLASSIC METAL BIRDCAGE PLANT HOLDER",1107.4,"B - Medium Value"
47503E,"ASS FLORAL PRINT SCISSORS",1104.4,"B - Medium Value"
21545,"CERAMIC BIRDHOUSE BUTTERFLY SMALL",1103.8000000000009,"B - Medium Value"
22365,"DOOR MAT RESPECTABLE HOUSE",1101.7200000000005,"B - Medium Value"
85132C,"CHARLIE AND LOLA FIGURES TINS",1101.5300000000004,"B - Medium Value"
22121,"NOEL WOODEN BLOCK LETTERS ",1100.4000000000003,"B - Medium Value"
C2,CARRIAGE,1100,"B - Medium Value"
21779,"MA CAMPAGNE MINI WOODEN CHEST",1097.8000000000002,"B - Medium Value"
22137,"BATHROOM SET LOVE HEART DESIGN",1095.9,"B - Medium Value"
10002,"INFLATABLE POLITICAL GLOBE ",1089.5500000000002,"B - Medium Value"
21837,"CROSS STITCH ALPHABET CUSHION COVER",1088.8500000000004,"B - Medium Value"
22557,"PLASTERS IN TIN VINTAGE PAISLEY ",1086.75,"B - Medium Value"
21659,"GLASS CAKE STAND",1083.4000000000003,"B - Medium Value"
20675,"BLUE SPOTTY BOWL",1080.2800000000002,"B - Medium Value"
21623,"VINTAGE UNION JACK MEMOBOARD",1079.6499999999999,"B - Medium Value"
85049E,"SCANDINAVIAN REDS RIBBONS",1072.5,"B - Medium Value"
84396,"6 HOOK JEWELLERY STAND BLACK DRESS",1071.5999999999997,"B - Medium Value"
84279P," CHERRY BLOSSOM  DECORATIVE FLASK",1068.6,"B - Medium Value"
22196,"SMALL HEART MEASURING SPOONS",1063.8000000000013,"B - Medium Value"
20729,"RED SPOTTY CANDY BAG",1061.15,"B - Medium Value"
85061W,"WHITE JEWELLED HEART DECORATION",1057.9999999999995,"B - Medium Value"
22066,"LOVE HEART TRINKET POT",1056.5499999999997,"B - Medium Value"
79323B,"BLACK CHERRY LIGHTS",1056,"B - Medium Value"
72802A,"ROSE SCENT CANDLE IN JEWELLED BOX",1051.49,"B - Medium Value"
40016,"CHINESE DRAGON PAPER LANTERNS",1051.08,"B - Medium Value"
72802C,"VANILLA SCENT CANDLE JEWELLED BOX",1050.91,"B - Medium Value"
21932,"SCANDINAVIAN PAISLEY PICNIC BAG",1048.8500000000004,"B - Medium Value"
21497,"FANCY FONTS BIRTHDAY WRAP",1042,"B - Medium Value"
21529,"RETRO SPOT CERAMIC TOASTRACK",1036.9500000000012,"B - Medium Value"
21396,"RED SPOTTY EGG CUP ",1035.28,"B - Medium Value"
21681,"GIANT MEDINA STAMPED METAL BOWL ",1034.8499999999997,"B - Medium Value"
22415,"WHITE TISSUE REAM",1033.5000000000011,"B - Medium Value"
20750,"RED/WHITE DOT MINI CASES",1032.4999999999998,"B - Medium Value"
85184C,"S/4 VALENTINE DECOUPAGE HEART BOX",1032.4500000000007,"B - Medium Value"
84598,"BOYS ALPHABET IRON ON PATCHES",1031.0400000000002,"B - Medium Value"
22253,"6 CROCHET STRAWBERRIES",1027.04,"B - Medium Value"
21955,"  DOORMAT UNION JACK GUNS AND ROSES",1025.25,"B - Medium Value"
85200,"BUNNY EGG BOX",1025.2,"B - Medium Value"
22286,"DECORATION , WOBBLY RABBIT , METAL ",1023.5999999999989,"B - Medium Value"
21077,"SET/20 WOODLAND PAPER NAPKINS ",1022.8500000000008,"B - Medium Value"
21490,"SET OF THREE 50'S GIFT WRAPS ",1022.2499999999999,"B - Medium Value"
85222,"ASSORTED COLOUR SILK COSMETIC PURSE",1020.3000000000006,"B - Medium Value"
35001W,"HAND OPEN SHAPE DECO.WHITE",1018.9300000000005,"B - Medium Value"
84968A,"S/16 VINTAGE ROSE CUTLERY",1015.05,"B - Medium Value"
21361,"LOVE LARGE WOOD LETTERS ",1013.1,"B - Medium Value"
22382,"LUNCHBAG SPACEBOY DESIGN ",1006.1,"B - Medium Value"
21547,"CERAMIC BIRDHOUSE CRESTED TIT SMALL",994.6500000000002,"B - Medium Value"
22335,"HEART DECORATION PAINTED ZINC ",993.9000000000003,"B - Medium Value"
37501,"TEA TIME TEA SET IN GIFT BOX",993.8500000000005,"B - Medium Value"
84519A,"TOMATO CHARLIE+LOLA COASTER SET",993.1000000000004,"B - Medium Value"
21761,"WOOD AND GLASS MEDICINE CABINET",991.2,"B - Medium Value"
21564,"PINK  HEART SHAPE LOVE BUCKET ",990.4000000000001,"B - Medium Value"
21578,"WOODLAND DESIGN  COTTON TOTE BAG",990,"B - Medium Value"
22334,"DINOSAUR PARTY BAG + STICKER SET",985.5500000000001,"B - Medium Value"
21398,"RED  SPOTTY COFFEE  MUG",982.8000000000003,"B - Medium Value"
22150,"3 STRIPEY MICE FELTCRAFT",981.0000000000001,"B - Medium Value"
85232D,"SET/3 DECOUPAGE STACKING TINS",977.2500000000005,"B - Medium Value"
22378,"WALL TIDY RETROSPOT ",974.8000000000001,"B - Medium Value"
21989,"PACK OF 20 SKULL PAPER NAPKINS",974.5600000000001,"B - Medium Value"
22432,"WATERING CAN PINK BUNNY",974.4000000000004,"B - Medium Value"
21890,"S/6 WOODEN SKITTLES IN COTTON BAG",973.5000000000006,"B - Medium Value"
85132B,"CHARLIE AND LOLA TABLE TINS",967.6500000000001,"B - Medium Value"
84558A,"3D DOG PICTURE PLAYING CARDS",961.7000000000005,"B - Medium Value"
21528,"DAIRY MAID TRADITIONAL TEAPOT ",961.6499999999999,"B - Medium Value"
20665,"RED SPOTTY PURSE ",960.400000000001,"B - Medium Value"
84964B,"BLUE PAINTED KASHMIRI TABLE ",960,"B - Medium Value"
72484,"ROSES IN WHITE HEART CANDLE ",958.2100000000003,"B - Medium Value"
21752,"GLASS CAKE STAND MIRRORED BASE",957.6500000000001,"B - Medium Value"
40018F,"CHERRY DESIGN PAPERLANTERNS",956.1500000000001,"B - Medium Value"
21214,"SET OF 72 IVORY PAPER DOILIES",953.0499999999997,"B - Medium Value"
72753B,"S/3 FLWR FAIRY LAVENDER CANDLES",949.9499999999998,"B - Medium Value"
72349B,"SET/6 PURPLE BUTTERFLY T-LIGHTS",949.6800000000005,"B - Medium Value"
21718,"RED METAL BEACH SPADE ",944,"B - Medium Value"
85183A,"CHARLIE & LOLA WASTEPAPER BIN BLUE",942.75,"B - Medium Value"
90057,"DIAMANTE RING ASSORTED IN BOX.",942.72,"B - Medium Value"
21357,"TOAST ITS - DINOSAUR",940.2,"B - Medium Value"
84832,"ZINC WILLIE WINKIE  CANDLE STICK",936.3900000000009,"B - Medium Value"
46000M,"POLYESTER FILLER PAD 45x45cm",934.65,"B - Medium Value"
22047,"EMPIRE GIFT WRAP",929.5,"B - Medium Value"
20752,"RETRO BLUE SPOTTY WASHING UP GLOVES",927.6000000000006,"B - Medium Value"
84520B,"PACK 20 ENGLISH ROSE PAPER NAPKINS",927.4600000000008,"B - Medium Value"
22136,"LOVE HEART SOCK HANGER",927.4499999999994,"B - Medium Value"
22217,"T-LIGHT HOLDER HANGING LACE",924.25,"B - Medium Value"
84990,"60 GOLD AND SILVER FAIRY CAKE CASES",924.0899999999997,"B - Medium Value"
21332,"MOROCCAN BEATEN METAL MIRROR",920.55,"B - Medium Value"
22464,"HANGING METAL HEART LANTERN",919.3499999999993,"B - Medium Value"
21702,"SET 5 MINI GATEAUX  FRIDGE MAGNETS",918.6800000000001,"B - Medium Value"
20981,"12 PENCILS TALL TUBE WOODLAND",918.2300000000004,"B - Medium Value"
21683,"MEDIUM MEDINA STAMPED METAL BOWL ",917.3500000000001,"B - Medium Value"
22366,"DOORMAT AIRMAIL ",916,"B - Medium Value"
22272,"FELTCRAFT DOLL MARIA",913.0000000000003,"B - Medium Value"
22221,"CAKE STAND LOVEBIRD 2 TIER PINK",912.9499999999999,"B - Medium Value"
22107,"PIZZA PLATE IN BOX",909.3,"B - Medium Value"
22371,"AIRLINE BAG VINTAGE TOKYO 78",908.6500000000009,"B - Medium Value"
22261,"FELT EGG COSY WHITE RABBIT ",907.3100000000001,"B - Medium Value"
72045D,"ROSES ON BLUE TEACUP CANDLE ",905.84,"B - Medium Value"
22467,"GUMBALL COAT RACK",905.0999999999997,"B - Medium Value"
16161U,"WRAP,SUKI AND FRIENDS",905,"B - Medium Value"
21246,"RED SPOTTY BIG BOWL",903.9000000000001,"B - Medium Value"
21275,"ZINC TOP  2 DOOR WOODEN SHELF ",900.6500000000003,"B - Medium Value"
21468,"BUTTERFLY CROCHET FOOD COVER",900.1500000000001,"B - Medium Value"
84965B,"BLUE KASHMIRI COFFEE TABLE ",900,"B - Medium Value"
84965A,"PINK KASHMIRI COFFEE TABLE ",900,"B - Medium Value"
85162C,"WHITE RETRODISC LAMPSHADE",895.6499999999999,"B - Medium Value"
17109B,"FLOWER FAIRY INCENSE LAVENDER",892.91,"B - Medium Value"
21907,"I'M ON HOLIDAY METAL SIGN",890.1000000000008,"B - Medium Value"
85049B,"LUSH GREENS RIBBONS",890,"B - Medium Value"
21494,"ROTATING LEAVES T-LIGHT HOLDER",889.4999999999999,"B - Medium Value"
21324,"HANGING MEDINA LANTERN SMALL",889.3000000000004,"B - Medium Value"
20731,"POSY CANDY BAG",889.25,"B - Medium Value"
85197,"SET OF 12 MINI BUNNIES IN A BUCKET",888.0600000000006,"B - Medium Value"
82599,"FANNY'S REST STOPMETAL SIGN",886.8000000000008,"B - Medium Value"
22412,"METAL SIGN NEIGHBOURHOOD WITCH ",883.8000000000008,"B - Medium Value"
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",883.65,"B - Medium Value"
37482B,"CUBIC MUG BLUE POLKA DOT",882.3,"B - Medium Value"
85189,"HANGING BUTTERFLY  EGG",879.1399999999993,"B - Medium Value"
22584,"PACK OF 6 PANNETONE GIFT BOXES",876.8999999999995,"B - Medium Value"
22057,"CERAMIC PLATE STRAWBERRY DESIGN",874.2200000000001,"B - Medium Value"
85114B,"IVORY ENCHANTED FOREST PLACEMAT",870.5999999999996,"B - Medium Value"
22027,"TEA PARTY BIRTHDAY CARD",867.5399999999988,"B - Medium Value"
21499,"BLUE SPOTS  WRAP",866,"B - Medium Value"
21116,"OWL DOORSTOP",865.4499999999999,"B - Medium Value"
17003,"BROCADE RING PURSE ",863.9699999999998,"B - Medium Value"
82597,"BOMBS AWAY METAL SIGN",861.5400000000006,"B - Medium Value"
21544,"SKULLS  WATER TRANSFER TATTOOS ",860.5000000000005,"B - Medium Value"
21495,"SKULLS WRAP",859,"B - Medium Value"
22231,"JIGSAW TREE WITH BIRDHOUSE",858.5999999999995,"B - Medium Value"
47580,"TEA TIME DES TEA COSY",857.2499999999991,"B - Medium Value"
84968B,"S/16 VINTAGE IVORY CUTLERY",854.25,"B - Medium Value"
